,WellID,Well,Run,AHDepth,TVDSS,Pressure,fluid
0,1,Freeman-1,1,6684.08,6604.92,3134.73,w
1,1,Freeman-1,1,6828.11,6748.9,3259.1,o
2,1,Freeman-1,1,6828.15,6748.9,3258.77,o
3,1,Freeman-1,1,6836.14,6756.9,3262.06,o
4,1,Freeman-1,1,6836.16,6756.9,3262.3,o
5,1,Freeman-1,1,6846.15,6766.9,3265.61,o
6,1,Freeman-1,1,6856.1,6776.9,3269.33,o
7,1,Freeman-1,1,6864.15,6784.9,3272.43,o
8,1,Freeman-1,1,6906.11,6826.9,3287.75,o
9,1,Freeman-1,2,8081.11,8001.79,4117.41,o
10,1,Freeman-1,2,8091.09,8011.79,4121.39,o
11,1,Freeman-1,2,8110.08,8030.79,4128.19,o
12,1,Freeman-1,2,8120.08,8040.79,4131.47,o
13,1,Freeman-1,2,8120.11,8040.79,4131.79,o
14,1,Freeman-1,2,8134.06,8054.79,4136.11,o
15,1,Freeman-1,2,8146.03,8066.79,4140.19,o
16,1,Freeman-1,2,8158.05,8078.79,4142.66,o
17,1,Freeman-1,2,9028.12,8948.48,4595.82,o
18,1,Freeman-1,2,9036.07,8956.47,4598.91,o
19,1,Freeman-1,2,9043.12,8963.47,4601.1,o
20,1,Freeman-1,2,9047.16,8967.46,4601.32,o
21,1,Freeman-1,2,9093.05,9013.43,4614.3,o
22,1,Freeman-1,2,9252.05,9172.28,4659.79,o
23,1,Freeman-1,2,9260.04,9180.27,4661.36,o
24,1,Freeman-1,2,9262.08,9182.27,4661.29,o
25,1,Freeman-1,2,9270.07,9190.26,4664.13,o
26,1,Freeman-1,2,9280.08,9200.25,4666.94,o
27,1,Freeman-1,2,9294.08,9214.24,4670.8,o
28,1,Freeman-1,3,9983.02,9902.14,5283.12,o
29,1,Freeman-1,3,9988.06,9907.13,5283.92,o
30,1,Freeman-1,3,9988.18,9907.13,5284.06,o
31,1,Freeman-1,3,10000.08,9919.11,5287.09,o
32,1,Freeman-1,3,10000.2,9919.11,5287.24,o
33,1,Freeman-1,3,10010.03,9929.09,5290.49,o
34,1,Freeman-1,3,10052.08,9971.01,5301.13,o
35,1,Freeman-1,3,10060.0,9979.0,5303.8,o
36,1,Freeman-1,3,10072.05,9990.98,5306.52,o
37,1,Freeman-1,3,10110.12,10028.92,5316.94,o / w
38,1,Freeman-1,4,10975.09,10892.81,6156.65,w
39,1,Freeman-1,4,10981.04,10898.8,6159.22,w
40,1,Freeman-1,4,10988.03,10905.79,6162.2,w
41,1,Freeman-1,4,11175.11,11092.47,6242.12,w
42,1,Freeman-1,4,11195.04,11112.43,6249.93,w
43,1,Freeman-1,4,11209.06,11126.41,6255.63,w
44,1,Freeman-1,4,11209.15,11126.41,6254.68,w
45,1,Freeman-1,4,11215.06,11132.4,6258.14,w
46,1,Freeman-1,4,11220.04,11137.39,6259.89,w
47,1,Freeman-1,4,11227.02,11144.38,6262.77,w
48,1,Freeman-1,4,11227.08,11144.38,6264.13,w
49,1,Freeman-1,4,11235.11,11152.37,6265.99,w
50,1,Freeman-1,4,11258.1,11175.33,6276.17,w
51,1,Freeman-1,4,11266.08,11183.32,6279.63,w
52,1,Freeman-1,4,11274.08,11191.31,6283.21,w
53,1,Freeman-1,4,11278.05,11195.3,6285.08,w
54,1,Freeman-1,4,11283.05,11200.29,6287.65,w
55,1,Freeman-1,4,11286.08,11203.29,6289.7,w
56,1,Freeman-1,5,11890.32,11790.69,6628.36,w
57,1,Freeman-1,5,11906.17,11805.64,6634.95,w
58,1,Freeman-1,5,11912.13,11811.24,6636.58,w
59,1,Freeman-1,5,11923.73,11821.98,6644.18,w
60,1,Freeman-1,5,11930.08,11828.05,6647.4,w
61,1,Freeman-1,5,11940.05,11837.39,6649.11,w
62,1,Freeman-1,5,11940.17,11837.39,6648.54,w
63,1,Freeman-1,5,11944.05,11841.12,6650.26,w
64,1,Freeman-1,5,11948.15,11844.85,6652.72,w
65,1,Freeman-1,5,11280.16,11197.3,6301.43,
66,1,Freeman-1,4,11301.06,11218.27,6302.95,
67,1,Freeman-1,5,11301.14,11218.27,6312.16,
68,1,Freeman-1,5,11850.26,11753.22,6633.3,
69,1,Freeman-1,5,11955.03,,,
70,1,Freeman-1,5,12009.08,,,
71,1,Freeman-1,5,12009.98,,,
72,1,Freeman-1,5,12012.91,11904.92,7230.03,
73,1,Freeman-1,5,12086.06,11972.89,7249.43,
74,1,Freeman-1,5,12091.08,,,
75,1,Freeman-1,5,12297.05,,,
76,1,Freeman-1,5,12303.97,,,
